Feature Identifier,Feature Name,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = b. Income Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = c. Employment Deprivation Domain; Reference period = 2019; measure type = Score,"English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = d. Education, Skills and Training Domain; Reference period = 2019; measure type = Score",English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = e. Health Deprivation and Disability Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = g. Barriers to Housing and Services Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = h. Living Environment Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = i. Income Deprivation Affecting Children Index (IDACI); Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = j. Income Deprivation Affecting Older People Index (IDAOPI); Reference period = 2019; measure type = Score
http://opendatacommunities.org/id/geography/administration/lsoa/E01000180,Barnet 029C,0.13,0.073,4.839,-1.044,29.565,19.421,0.103,0.296
http://opendatacommunities.org/id/geography/administration/lsoa/E01000181,Barnet 029D,0.058,0.039,0.31,-1.634,20.819,29.674,0.064,0.116
http://opendatacommunities.org/id/geography/administration/lsoa/E01000182,Barnet 029E,0.04,0.032,0.42,-1.738,22.913,37.424,0.033,0.094
http://opendatacommunities.org/id/geography/administration/lsoa/E01000183,Barnet 033A,0.085,0.047,1.885,-0.676,30.174,20.769,0.066,0.156
http://opendatacommunities.org/id/geography/administration/lsoa/E01000184,Barnet 027C,0.212,0.141,17.632,-0.186,43.284,35.661,0.258,0.294
http://opendatacommunities.org/id/geography/administration/lsoa/E01000185,Barnet 029F,0.239,0.128,12.502,-0.208,32.704,19.475,0.298,0.428
http://opendatacommunities.org/id/geography/administration/lsoa/E01000186,Barnet 014A,0.044,0.035,3.442,-1.988,19.417,18.927,0.03,0.08
http://opendatacommunities.org/id/geography/administration/lsoa/E01000187,Barnet 014B,0.118,0.063,7.661,-0.599,27.997,14.508,0.099,0.256
http://opendatacommunities.org/id/geography/administration/lsoa/E01000188,Barnet 014C,0.032,0.036,2.684,-2.011,21.076,27.374,0.035,0.043
http://opendatacommunities.org/id/geography/administration/lsoa/E01000189,Barnet 014D,0.149,0.091,25.611,-0.871,38.504,43.589,0.172,0.249
http://opendatacommunities.org/id/geography/administration/lsoa/E01000190,Barnet 014E,0.091,0.056,5.319,-1.301,25.601,16.24,0.099,0.109
http://opendatacommunities.org/id/geography/administration/lsoa/E01000191,Barnet 014F,0.055,0.048,1.76,-1.605,22.059,18.833,0.041,0.085
http://opendatacommunities.org/id/geography/administration/lsoa/E01000192,Barnet 018A,0.105,0.066,6.778,-1.035,27.087,28.127,0.125,0.101
http://opendatacommunities.org/id/geography/administration/lsoa/E01000193,Barnet 018B,0.09,0.071,7.965,-1.393,28.912,33.122,0.083,0.127
http://opendatacommunities.org/id/geography/administration/lsoa/E01000194,Barnet 018C,0.114,0.078,5.706,-1.007,33.467,29.783,0.133,0.138
http://opendatacommunities.org/id/geography/administration/lsoa/E01000195,Barnet 013A,0.177,0.109,23.459,-0.58,47.051,19.966,0.209,0.284
http://opendatacommunities.org/id/geography/administration/lsoa/E01000196,Barnet 028A,0.093,0.068,5.839,-1.183,29.058,22.92,0.079,0.16
http://opendatacommunities.org/id/geography/administration/lsoa/E01000197,Barnet 023A,0.086,0.056,1.749,-1.585,26.823,34.534,0.11,0.122
http://opendatacommunities.org/id/geography/administration/lsoa/E01000198,Barnet 025A,0.087,0.048,2.096,-1.852,36.202,25.751,0.097,0.117
http://opendatacommunities.org/id/geography/administration/lsoa/E01000199,Barnet 025B,0.056,0.036,1.162,-2.149,27.064,16.028,0.051,0.058
http://opendatacommunities.org/id/geography/administration/lsoa/E01000200,Barnet 028B,0.081,0.055,1.098,-1.812,23.179,19.86,0.066,0.104
http://opendatacommunities.org/id/geography/administration/lsoa/E01000201,Barnet 028C,0.041,0.034,0.774,-1.855,20.134,32.502,0.031,0.068
http://opendatacommunities.org/id/geography/administration/lsoa/E01000202,Barnet 028D,0.053,0.031,1.508,-1.941,25.128,23.038,0.047,0.136
http://opendatacommunities.org/id/geography/administration/lsoa/E01000203,Barnet 028E,0.114,0.072,5.763,-1.173,36.786,24.962,0.132,0.187
http://opendatacommunities.org/id/geography/administration/lsoa/E01000204,Barnet 025C,0.068,0.046,3.121,-1.795,23.008,27.209,0.061,0.114
http://opendatacommunities.org/id/geography/administration/lsoa/E01000205,Barnet 035A,0.053,0.035,1.073,-1.993,22.867,23.489,0.059,0.071
http://opendatacommunities.org/id/geography/administration/lsoa/E01000206,Barnet 033B,0.013,0.012,1.793,-2.703,38.568,24.319,0.015,0.025
http://opendatacommunities.org/id/geography/administration/lsoa/E01000207,Barnet 033C,0.042,0.035,2.896,-2.053,22.612,27.164,0.038,0.064
http://opendatacommunities.org/id/geography/administration/lsoa/E01000208,Barnet 033D,0.028,0.01,1.282,-2.453,26.632,22.502,0.035,0.053
http://opendatacommunities.org/id/geography/administration/lsoa/E01000209,Barnet 035B,0.048,0.035,0.414,-1.562,23.561,22.769,0.032,0.067
http://opendatacommunities.org/id/geography/administration/lsoa/E01000210,Barnet 033E,0.058,0.033,0.518,-1.85,19.894,27.374,0.071,0.075
http://opendatacommunities.org/id/geography/administration/lsoa/E01000211,Barnet 035C,0.112,0.072,3.225,-0.835,30.399,27.757,0.152,0.205
http://opendatacommunities.org/id/geography/administration/lsoa/E01000212,Barnet 035D,0.063,0.069,0.467,-1.669,25.312,25.698,0.064,0.048
http://opendatacommunities.org/id/geography/administration/lsoa/E01000213,Barnet 033F,0.028,0.025,1.321,-2.218,30.621,31.33,0.013,0.054
http://opendatacommunities.org/id/geography/administration/lsoa/E01000214,Barnet 038E,0.046,0.038,0.416,-2.082,36.7,23.936,0.044,0.089
http://opendatacommunities.org/id/geography/administration/lsoa/E01000215,Barnet 037B,0.103,0.062,6.101,-0.575,30.762,22.19,0.053,0.267
http://opendatacommunities.org/id/geography/administration/lsoa/E01000216,Barnet 035E,0.071,0.061,2.247,-1.305,26.235,21.24,0.043,0.156
http://opendatacommunities.org/id/geography/administration/lsoa/E01000217,Barnet 035F,0.066,0.056,9.331,-1.212,24.166,29.261,0.063,0.088
http://opendatacommunities.org/id/geography/administration/lsoa/E01000218,Barnet 037C,0.104,0.071,9.755,-0.755,28.641,25.532,0.092,0.11
http://opendatacommunities.org/id/geography/administration/lsoa/E01000219,Barnet 037D,0.097,0.093,14.667,-0.764,34.545,31.116,0.051,0.205
http://opendatacommunities.org/id/geography/administration/lsoa/E01000220,Barnet 037E,0.117,0.092,7.734,-0.48,28.881,29.431,0.079,0.185
http://opendatacommunities.org/id/geography/administration/lsoa/E01000221,Barnet 039B,0.28,0.186,23.471,0.346,55.984,29.763,0.318,0.417
http://opendatacommunities.org/id/geography/administration/lsoa/E01000222,Barnet 040C,0.163,0.13,12.267,-0.287,37.056,29.883,0.165,0.179
http://opendatacommunities.org/id/geography/administration/lsoa/E01000223,Barnet 039C,0.225,0.142,21.168,-0.005,47.877,28.472,0.228,0.326
http://opendatacommunities.org/id/geography/administration/lsoa/E01000224,Barnet 040D,0.152,0.097,14.005,-0.928,29.827,27.142,0.215,0.155
http://opendatacommunities.org/id/geography/administration/lsoa/E01000225,Barnet 037F,0.066,0.054,6.55,-1.052,28.248,22.709,0.031,0.171
http://opendatacommunities.org/id/geography/administration/lsoa/E01000226,Barnet 018D,0.224,0.123,23.481,0.373,41.017,30.803,0.228,0.448
http://opendatacommunities.org/id/geography/administration/lsoa/E01000227,Barnet 018E,0.082,0.052,4.644,-1.687,29.152,18.465,0.074,0.132
http://opendatacommunities.org/id/geography/administration/lsoa/E01000228,Barnet 007A,0.079,0.055,5.053,-1.232,28.384,17.002,0.1,0.106
http://opendatacommunities.org/id/geography/administration/lsoa/E01000229,Barnet 013B,0.135,0.108,11.185,-0.868,43.196,18.134,0.135,0.199
http://opendatacommunities.org/id/geography/administration/lsoa/E01000230,Barnet 013C,0.071,0.044,8.824,-1.463,20.598,14.054,0.067,0.114
http://opendatacommunities.org/id/geography/administration/lsoa/E01000231,Barnet 013D,0.103,0.063,4.325,-1.112,46.81,22.468,0.136,0.12
http://opendatacommunities.org/id/geography/administration/lsoa/E01000232,Barnet 013E,0.114,0.072,5.022,-0.843,29.815,20.257,0.118,0.189
http://opendatacommunities.org/id/geography/administration/lsoa/E01000233,Barnet 013F,0.069,0.054,4.009,-1.829,22.349,20.027,0.072,0.116
http://opendatacommunities.org/id/geography/administration/lsoa/E01000234,Barnet 021D,0.067,0.047,3.867,-1.185,25.044,18.383,0.062,0.117
http://opendatacommunities.org/id/geography/administration/lsoa/E01000235,Barnet 021E,0.164,0.101,18.521,-0.622,31.954,28.246,0.202,0.256
http://opendatacommunities.org/id/geography/administration/lsoa/E01000236,Barnet 034A,0.079,0.059,3.637,-1.135,25.167,26.189,0.062,0.172
http://opendatacommunities.org/id/geography/administration/lsoa/E01000237,Barnet 032A,0.055,0.036,1.569,-1.722,26.964,29.614,0.054,0.131
http://opendatacommunities.org/id/geography/administration/lsoa/E01000238,Barnet 034B,0.096,0.074,4.747,-1.429,30.448,31.179,0.092,0.165
http://opendatacommunities.org/id/geography/administration/lsoa/E01000239,Barnet 031A,0.137,0.077,6.545,-0.872,50.079,25.352,0.195,0.221
http://opendatacommunities.org/id/geography/administration/lsoa/E01000240,Barnet 031B,0.118,0.065,5.762,-1.108,48.523,28.397,0.154,0.201
http://opendatacommunities.org/id/geography/administration/lsoa/E01000241,Barnet 031C,0.071,0.04,1.467,-1.771,34.775,24.967,0.089,0.125
http://opendatacommunities.org/id/geography/administration/lsoa/E01000242,Barnet 032B,0.125,0.084,3.59,-0.959,42.621,21.089,0.119,0.171
http://opendatacommunities.org/id/geography/administration/lsoa/E01000243,Barnet 032C,0.084,0.053,4.629,-0.996,30.061,37.611,0.076,0.182
http://opendatacommunities.org/id/geography/administration/lsoa/E01000244,Barnet 032D,0.076,0.056,6.449,-1.024,29.684,45.264,0.078,0.185
http://opendatacommunities.org/id/geography/administration/lsoa/E01000245,Barnet 032E,0.168,0.119,11.778,-0.366,31.387,29.665,0.195,0.3
http://opendatacommunities.org/id/geography/administration/lsoa/E01000246,Barnet 002B,0.048,0.04,1.711,-1.472,33.776,21.694,0.063,0.061
http://opendatacommunities.org/id/geography/administration/lsoa/E01000247,Barnet 002C,0.077,0.066,2.68,-1.249,28.98,13.317,0.087,0.07
http://opendatacommunities.org/id/geography/administration/lsoa/E01000248,Barnet 001A,0.046,0.036,1.477,-1.413,17.762,19.701,0.03,0.106
http://opendatacommunities.org/id/geography/administration/lsoa/E01000249,Barnet 001B,0.026,0.044,1.17,-1.947,21.352,16.223,0.016,0.038
http://opendatacommunities.org/id/geography/administration/lsoa/E01000250,Barnet 001C,0.107,0.071,3.559,-1.451,26.11,20.775,0.165,0.133
http://opendatacommunities.org/id/geography/administration/lsoa/E01000251,Barnet 002D,0.144,0.114,7.175,-0.578,24.873,22.749,0.149,0.188
http://opendatacommunities.org/id/geography/administration/lsoa/E01000252,Barnet 002E,0.099,0.074,2.148,-1.04,30.622,13.639,0.084,0.173
http://opendatacommunities.org/id/geography/administration/lsoa/E01000253,Barnet 007B,0.043,0.032,3.48,-0.861,36.662,11.349,0.069,0.048
http://opendatacommunities.org/id/geography/administration/lsoa/E01000254,Barnet 001D,0.04,0.028,2.182,-1.332,26.527,29.206,0.042,0.056
http://opendatacommunities.org/id/geography/administration/lsoa/E01000255,Barnet 017A,0.149,0.097,6.712,-1.007,30.356,24.066,0.204,0.207
http://opendatacommunities.org/id/geography/administration/lsoa/E01000256,Barnet 016A,0.079,0.043,3.474,-1.523,32.338,18.002,0.113,0.104
http://opendatacommunities.org/id/geography/administration/lsoa/E01000257,Barnet 017B,0.168,0.119,17.095,-0.383,38.645,21.402,0.188,0.241
http://opendatacommunities.org/id/geography/administration/lsoa/E01000258,Barnet 016B,0.058,0.04,3.553,-1.215,21.856,25.212,0.066,0.082
http://opendatacommunities.org/id/geography/administration/lsoa/E01000259,Barnet 025D,0.095,0.066,3.908,-1.594,30.248,19.213,0.122,0.132
http://opendatacommunities.org/id/geography/administration/lsoa/E01000260,Barnet 025E,0.11,0.074,10.626,-0.992,46.598,24.416,0.14,0.147
http://opendatacommunities.org/id/geography/administration/lsoa/E01000261,Barnet 017C,0.046,0.029,1.12,-1.964,35.954,18.535,0.025,0.093
http://opendatacommunities.org/id/geography/administration/lsoa/E01000262,Barnet 017D,0.094,0.046,7.639,-1.535,34.821,15.179,0.108,0.196
http://opendatacommunities.org/id/geography/administration/lsoa/E01000263,Barnet 016C,0.024,0.024,1.201,-2.094,27.802,20.901,0.022,0.054
http://opendatacommunities.org/id/geography/administration/lsoa/E01000264,Barnet 016D,0.116,0.077,5.608,-1.209,30.864,29.859,0.155,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01000265,Barnet 011A,0.126,0.08,6.251,-0.774,28.433,21.211,0.155,0.186
http://opendatacommunities.org/id/geography/administration/lsoa/E01000266,Barnet 011B,0.045,0.031,2.204,-1.594,22.766,20.379,0.046,0.077
http://opendatacommunities.org/id/geography/administration/lsoa/E01000267,Barnet 005A,0.086,0.057,2.451,-1.07,33.384,30.675,0.114,0.119
http://opendatacommunities.org/id/geography/administration/lsoa/E01000268,Barnet 005B,0.148,0.069,8.957,-1.026,24.859,22.772,0.249,0.118
http://opendatacommunities.org/id/geography/administration/lsoa/E01000269,Barnet 005C,0.067,0.047,5.73,-1.522,27.931,22.356,0.113,0.06
http://opendatacommunities.org/id/geography/administration/lsoa/E01000270,Barnet 005D,0.087,0.069,2.743,-1.613,26.546,21.073,0.093,0.102
http://opendatacommunities.org/id/geography/administration/lsoa/E01000271,Barnet 008A,0.041,0.034,2.069,-1.838,29.726,16.985,0.047,0.07
http://opendatacommunities.org/id/geography/administration/lsoa/E01000272,Barnet 008B,0.03,0.016,1.163,-1.587,22.373,14.362,0.018,0.071
http://opendatacommunities.org/id/geography/administration/lsoa/E01000273,Barnet 008C,0.121,0.083,3.636,-0.964,25.776,18.949,0.137,0.176
http://opendatacommunities.org/id/geography/administration/lsoa/E01000274,Barnet 011C,0.126,0.086,7.751,-0.901,25.14,22.706,0.166,0.164
http://opendatacommunities.org/id/geography/administration/lsoa/E01000275,Barnet 012A,0.118,0.063,3.017,-0.996,36.715,14.371,0.178,0.151
http://opendatacommunities.org/id/geography/administration/lsoa/E01000276,Barnet 020A,0.027,0.023,0.771,-2.082,26.175,13.428,0.021,0.061
http://opendatacommunities.org/id/geography/administration/lsoa/E01000277,Barnet 012B,0.144,0.106,4.07,-0.769,36.343,19.329,0.099,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01000278,Barnet 020B,0.033,0.018,0.964,-1.831,29.02,21.104,0.028,0.07
http://opendatacommunities.org/id/geography/administration/lsoa/E01000279,Barnet 007C,0.017,0.017,1.781,-2.378,37.898,12.864,0.019,0.025
http://opendatacommunities.org/id/geography/administration/lsoa/E01000280,Barnet 007D,0.023,0.03,0.945,-2.161,21.565,15.478,0.017,0.054
http://opendatacommunities.org/id/geography/administration/lsoa/E01000281,Barnet 008D,0.081,0.059,6.189,-0.996,26.224,18.025,0.061,0.234
http://opendatacommunities.org/id/geography/administration/lsoa/E01000282,Barnet 008E,0.057,0.045,1.968,-1.781,24.399,21.335,0.038,0.075
http://opendatacommunities.org/id/geography/administration/lsoa/E01000283,Barnet 012C,0.03,0.019,0.596,-2.208,28.055,14.301,0.024,0.063
http://opendatacommunities.org/id/geography/administration/lsoa/E01000284,Barnet 012D,0.136,0.083,5.239,-0.698,26.898,17.659,0.176,0.235
http://opendatacommunities.org/id/geography/administration/lsoa/E01000285,Barnet 004A,0.105,0.082,8.337,-0.706,27.112,17.854,0.165,0.099
http://opendatacommunities.org/id/geography/administration/lsoa/E01000286,Barnet 007E,0.17,0.119,11.092,-0.444,31.405,23.41,0.207,0.195
http://opendatacommunities.org/id/geography/administration/lsoa/E01000287,Barnet 004B,0.16,0.104,21.677,-0.404,30.131,22.608,0.185,0.231
http://opendatacommunities.org/id/geography/administration/lsoa/E01000288,Barnet 004C,0.091,0.065,8.012,-1.187,27.921,21.62,0.089,0.152
http://opendatacommunities.org/id/geography/administration/lsoa/E01000289,Barnet 004D,0.249,0.17,28.383,-0.327,51.981,18.355,0.313,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01000290,Barnet 007F,0.12,0.098,10.938,-0.714,38.416,13.391,0.13,0.141
http://opendatacommunities.org/id/geography/administration/lsoa/E01000291,Barnet 004E,0.23,0.166,25.657,-0.267,38.957,11.862,0.266,0.255
http://opendatacommunities.org/id/geography/administration/lsoa/E01000292,Barnet 001E,0.079,0.077,3.672,-1.209,20.499,18.462,0.061,0.086
http://opendatacommunities.org/id/geography/administration/lsoa/E01000293,Barnet 001F,0.06,0.044,1.381,-1.409,18.942,21.151,0.091,0.079
http://opendatacommunities.org/id/geography/administration/lsoa/E01000294,Barnet 004F,0.093,0.086,2.224,-0.295,25.006,12.621,0.072,0.153
http://opendatacommunities.org/id/geography/administration/lsoa/E01000295,Barnet 023B,0.06,0.056,1.118,-1.255,25.781,41.739,0.028,0.154
http://opendatacommunities.org/id/geography/administration/lsoa/E01000296,Barnet 023C,0.085,0.053,4.316,-1.184,28.689,23.002,0.097,0.152
http://opendatacommunities.org/id/geography/administration/lsoa/E01000297,Barnet 027D,0.074,0.044,7.204,-1.322,24.197,19.889,0.085,0.198
http://opendatacommunities.org/id/geography/administration/lsoa/E01000298,Barnet 023D,0.094,0.046,1.708,-1.449,26.444,27.123,0.112,0.186
http://opendatacommunities.org/id/geography/administration/lsoa/E01000299,Barnet 019A,0.119,0.06,2.994,-0.639,26.429,41.331,0.142,0.209
http://opendatacommunities.org/id/geography/administration/lsoa/E01000300,Barnet 019B,0.097,0.059,3.089,-0.681,27.881,21.835,0.09,0.184
http://opendatacommunities.org/id/geography/administration/lsoa/E01000301,Barnet 020C,0.048,0.048,1.066,-1.613,21.836,21.665,0.024,0.081
http://opendatacommunities.org/id/geography/administration/lsoa/E01000302,Barnet 019C,0.129,0.086,6.762,-0.724,28.26,18.501,0.14,0.214
http://opendatacommunities.org/id/geography/administration/lsoa/E01000303,Barnet 020D,0.05,0.032,1.124,-1.639,31.613,12.46,0.045,0.107
http://opendatacommunities.org/id/geography/administration/lsoa/E01000304,Barnet 020E,0.087,0.06,4.188,-0.637,36.709,23.302,0.08,0.175
http://opendatacommunities.org/id/geography/administration/lsoa/E01000305,Barnet 036B,0.164,0.117,15.048,-0.648,45.441,34.409,0.182,0.293
http://opendatacommunities.org/id/geography/administration/lsoa/E01000306,Barnet 036C,0.075,0.044,13.002,-0.947,32.814,31.348,0.049,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01000307,Barnet 039D,0.147,0.081,18.495,-1.017,35.276,32.261,0.197,0.254
http://opendatacommunities.org/id/geography/administration/lsoa/E01000308,Barnet 036D,0.204,0.109,25.938,-0.535,42.403,31.921,0.243,0.376
http://opendatacommunities.org/id/geography/administration/lsoa/E01000309,Barnet 031D,0.09,0.059,3.428,-1.603,36.538,26.827,0.112,0.149
http://opendatacommunities.org/id/geography/administration/lsoa/E01000310,Barnet 034C,0.108,0.064,14.199,-0.751,41.658,28.117,0.13,0.202
http://opendatacommunities.org/id/geography/administration/lsoa/E01000311,Barnet 034D,0.043,0.053,1.966,-1.843,26.841,31.631,0.024,0.08
http://opendatacommunities.org/id/geography/administration/lsoa/E01000312,Barnet 036E,0.151,0.096,9.643,-0.25,54.472,21.426,0.147,0.462
http://opendatacommunities.org/id/geography/administration/lsoa/E01000313,Barnet 036F,0.115,0.076,11.933,-0.586,40.221,30.047,0.09,0.241
